10069,201109,SPAN,201,2,1,Offered first semester,19,20,,Intermediate Spanish,Jill A. Syverson-Stork,"SPAN 201-202. Intensive review of all language skills and introduction to the art, literature, and cultures of Spain and Latin America. Emphasis on oral and written expression and critical analysis. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Two admission units in Spanish or 101-102,One unit of Language and Literature for 202,,,TWF,08:30 am - 09:40 am,Founders Hall 317,,, ,N/A,,, 
10071,201109,PHYS,202,1,1,Offered first semester,9,20,,Introduction to Quantum Mechanics and Thermodynamics with Laboratory,Theodore W. Ducas,"The development of quantum mechanics represented one of the most fundamental revolutions in our understanding of the natural world. Quantum mechanics forms the basis for our knowledge of atoms, molecules, and solid-state systems as well as of nuclei and fundamental particles. Thermodynamics deals with the concepts of heat and temperature and their connection to properties of matter and to processes in natural and constructed systems. This course introduces both of these important branches of physics and looks at their links by investigating such phenomena as atomic and molecular heat capacities, and the statistical basis for blackbody radiation and the second law of thermodynamics. Einstein's theory of special relativity, another cornerstone of modern physics, will also be introduced.","108, MATH 116 or 120; Corequisite: MATH 215",Fulfills the Quantitative Reasoning overlay course requirement,Natural and Physical Science,Mathematical Modeling,MWTh,11:10 am - 12:20 pm,Science Center 392,,, ,N/A,,, 
10074,201109,PHYS,107,2,B,Offered both semesters,18,30,,Principles and Applications of Mechanics with Laboratory,Courtney N. Lannert,"Newtonian mechanics governs the motion of objects ranging from biological cells to galaxies. The fundamental principles of mechanics allow us to begin to analyze and understand the physical world. In this introductory calculus-based course, we will systematically study the laws underlying how and why objects move, and develop analysis techniques for applying these laws to everyday situations. Broadly applicable problem-solving skills will be developed and stressed. Topics include: forces, energy, momentum, rotations, gravity, and waves, and a wide range of applications. Laboratories focus on hands-on approaches to these topics.",Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Calculus at the level of MATH 115. Not open to students who have taken 104.,Mathematical Modeling,Natural and Physical Science,,MWTh,11:10 am - 12:20 pm,Science Center E211,,, ,N/A,,, 
10076,201109,PSYC,205,2,B,Offered both semesters,26,25,,Statistics,Jonathan M. Cheek,The application of statistical techniques to the analysis of psychological experimental and survey data. Major emphasis on the understanding of statistics found in published research and as preparation for the student's own research in more advanced courses. Three periods of combined lecture-laboratory.,"101, NEUR 100, AP score of 5 or permission of instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking ECON 103/SOC 190, MATH 101, MATH 101Z, POL 199, or QR 180 except for psychology and neuroscience majors, with permission of the instructor.",Does not satisfy the laboratory requirement,Social and Behavioral Analysis,Fulfills the Quantitative Reasoning overlay course requirement,TF,11:10 am - 12:20 pm,Science Center 274,,, ,N/A,,, 
10077,201109,THST,203,1,1,Offered first semester,13,25,,"Plays, Production, and Performance",Nora Hussey,"This course studies the principles and practice of the related arts that make up the production of a play in the theatre. Students will analyze the dramatic script in terms of the actor, the director, the scenic, costume, and lighting designers, and the technicians. Practical applications of acquired skills integrate the content of the course. Each student participates in the creation of a fully realized 'miniproduction' given as a public performance at the end of the term. Emphasis is placed on artistic and intrapersonal collaboration within the companies.",None,"Arts, Music, Theatre, Film, Video",,,MTh,02:50 pm - 04:00 pm,Alumnae Hall JONES,,, ,N/A,,, 
10080,201109,PSYC,205,1,B,Offered both semesters,19,25,,Statistics,Nancy P. Genero,The application of statistical techniques to the analysis of psychological experimental and survey data. Major emphasis on the understanding of statistics found in published research and as preparation for the student's own research in more advanced courses. Three periods of combined lecture-laboratory.,"101, NEUR 100, AP score of 5 or permission of instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking ECON 103/SOC 190, MATH 101, MATH 101Z, POL 199, or QR 180 except for psychology and neuroscience majors, with permission of the instructor.",Does not satisfy the laboratory requirement,Social and Behavioral Analysis,Fulfills the Quantitative Reasoning overlay course requirement,MTh,01:30 pm - 02:40 pm,Pendleton Hall East 239,,, ,N/A,,, 
10084,201109,SPAN,101,2,1,Offered first semester,15,16,,Elementary Spanish,Koichi Hagimoto,"SPAN 101-102. Introduction to spoken and written Spanish; stress on interactive approach. Extensive and varied activities, including oral presentations, cultural readings and recordings, and video program. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Open to all students who do not present Spanish for admission.,None,,,MWTh,08:30 am - 09:40 am,Founders Hall 102,,, ,N/A,,, 
10086,201109,FREN,206,2,B,Offered both semesters,15,18,,Intermediate Spoken French,Scott E. Gunther,"Practice in conversation, using a variety of materials including newspaper articles, radio and television broadcasts, advertisements, and films. This course is designed to develop oral proficiency and listening comprehension, with necessary attention to the other skills-reading, and writing.","202, 203, or 205, an SAT II score of 650-680, an equivalent departmental placement score, or an AP score of 4.",Language and Literature,,,MTh,04:10 pm - 05:20 pm,Founders Hall 227,,, ,N/A,,, 
10088,201109,ECON,102,1,B,Offered both semesters,31,33,,Principles of Macroeconomics,Daniel E. Sichel,"This course follows 101 and analyzes the aggregate dimensions of a market-based economy. Topics include the measurement of national income, economic growth, unemployment, inflation, business cycles, the balance of payments, and exchange rates. The impact of government monetary and fiscal policies is considered.",101. Fulfillment of the basic skills component of the Quantitative Reasoning requirement.,Social and Behavioral Analysis,,,MTh,08:30 am - 09:40 am,Pendleton Hall West 116,W,08:30 - 9:40 am,Pendleton Hall West 116,W: 29-AUG-11   19-SEP-11   03-OCT-11   24-OCT-11   07-NOV-11   28-NOV-11   ,,, 
10090,201109,PSYC,101,2,A,Active,25,25,,Introduction to Psychology,Sally A. Theran,"An introduction to some of the major subfields of psychology, such as developmental, personality, abnormal, clinical, physiological, cognitive, cultural, and social psychology. Students will explore various theoretical perspectives and research methods used by psychologists to study the origins and variations in human behavior.",None,Social and Behavioral Analysis,,,TF,01:30 pm - 02:40 pm,Science Center 392,,, ,N/A,,, 
10091,201109,SPAN,201,4,1,Offered first semester,20,20,,Intermediate Spanish,Manolo Nunez-Negron,"SPAN 201-202. Intensive review of all language skills and introduction to the art, literature, and cultures of Spain and Latin America. Emphasis on oral and written expression and critical analysis. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Two admission units in Spanish or 101-102,One unit of Language and Literature for 202,,,TWF,09:50 am - 11:00 am,Founders Hall 317,,, ,N/A,,, 
10092,201109,CHEM,211,1,B,Offered both semesters,29,38,,Organic Chemistry I with Laboratory,David R. Haines,"Topics covered include: stereochemistry, synthesis and reactions of alkanes, alkenes, alkynes, alkyl halides, alcohols and ethers, nomenclature of organic functional groups, IR, and GC/MS.","105, 105P, or 120 or permission of the department.",Natural and Physical Science,,,MWTh,08:30 am - 09:40 am,Science Center 261,,, ,N/A,,, 
10093,201109,ECON,101,2,B,Offered both semesters,32,33,,Principles of Microeconomics,David L. Lindauer,"This first course in economics introduces students to the market system. Microeconomics considers the decisions of households and firms about what to consume and what to produce, and the efficiency and equity of market outcomes. Supply and demand analysis is developed and applied. Policy issues include price floors and ceilings, competition and monopoly, income distribution, and the role of government in a market economy.",Fulfillment of the basic skills component of the Quantitative Reasoning requirement.,Social and Behavioral Analysis,,,MWTh,09:50 am - 11:00 am,Pendleton Hall East 127,,, ,N/A,,, 
10099,201109,PHYS,107,1,B,Offered both semesters,21,30,,Principles and Applications of Mechanics with Laboratory,Robert S. Berg,"Newtonian mechanics governs the motion of objects ranging from biological cells to galaxies. The fundamental principles of mechanics allow us to begin to analyze and understand the physical world. In this introductory calculus-based course, we will systematically study the laws underlying how and why objects move, and develop analysis techniques for applying these laws to everyday situations. Broadly applicable problem-solving skills will be developed and stressed. Topics include: forces, energy, momentum, rotations, gravity, and waves, and a wide range of applications. Laboratories focus on hands-on approaches to these topics.",Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Calculus at the level of MATH 115. Not open to students who have taken 104.,Mathematical Modeling,Natural and Physical Science,,MWTh,09:50 am - 11:00 am,Science Center E211,,, ,N/A,,, 
10100,201109,RUSS,301,1,1,Offered first semester,11,20,,Advanced Russian I,Alla L. Epsteyn,"Topic for 2011-12: St. Petersburg. Students will become experts in one of the great overarching themes of Russian culture: St. Petersburg. We will read and discuss texts, view films, listen to music, and compose essays on the theme of Russia's second capital. The course includes study of grammar, vocabulary expansion with strong emphasis on oral proficiency and comprehension. At the end of the semester, each student will write a final paper and present to the class her own special research interest within the general investigation of' St. Petersburg 's history, traditions, culture, and art. Taught in Russian. Three periods.",201-202 or the equivalent,Language and Literature,,,TF,01:30 pm - 02:40 pm,Green Hall 130,W,02:15 pm - 03:25 pm,Founders Hall 317,N/A,,, 
10101,201109,SPAN,241,2,B,Offered both semesters,25,20,,Oral and Written Communication,Joy Renjilian-Burgy,"Practice in oral and written expression at the advanced level. Through frequent presentations, film viewing, and essays, students will develop the ability to use idiomatic Spanish comfortably in various situations. Students will thoroughly review grammar and self-test through a series of linguistic exercises. The course also features the reading and interpreting of literature in Spanish.","201-202, 242, or placement by the department.",Language and Literature,,,MTh,09:50 am - 11:00 am,Green Hall 330,,, ,N/A,,, 
10105,201109,SPAN,201,3,1,Offered first semester,19,20,,Intermediate Spanish,Veronica Darer,"SPAN 201-202. Intensive review of all language skills and introduction to the art, literature, and cultures of Spain and Latin America. Emphasis on oral and written expression and critical analysis. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Two admission units in Spanish or 101-102,One unit of Language and Literature for 202,,,MWTh,09:50 am - 11:00 am,Founders Hall 319,,, ,N/A,,, 
10108,201109,ECON,201,2,B,Offered both semesters,24,25,,Intermediate Microeconomic Analysis,Casey G. Rothschild,"Intermediate microeconomic theory: analysis of the individual household, firm, industry, and market, and the social implications of resource allocation choices. Emphasis on application of theoretical methodology.","101, 102 and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.",Social and Behavioral Analysis,,,MTh,09:50 am - 11:00 am,Pendleton Hall East 129,W,09:50 am - 11:00 am,Pendleton Hall East 139,N/A,,, 
10114,201109,SPAN,101,1,1,Offered first semester,17,16,,Elementary Spanish,Nancy A. Hall,"SPAN 101-102. Introduction to spoken and written Spanish; stress on interactive approach. Extensive and varied activities, including oral presentations, cultural readings and recordings, and video program. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Open to all students who do not present Spanish for admission.,None,,,MTh,08:30 am - 09:40 am,Founders Hall 317,W,08:30 am - 09:40 am,Green Hall 330,N/A,,, 
10115,201109,MUS,200,1,1,Offered first semester,13,18,,History of Western Music I,Claire Fontijn,"The first half of a year-long comprehensive survey of Western music history, MUS 200 considers significant forms and styles of earlier eras, from the liturgical and vernacular repertories of the Middle Ages to the music of the mid-eighteenth century. The course offers a strong historical component and encourages the development of analytical skills. As we examine compositions in many genres, we will pursue numerous avenues of inquiry, including close readings of verbal texts, evaluation of formal structures, harmonic analysis, assessment of melodic and rhythmic features, and investigation of the broader circumstances that surround and inform musical creation.",Prerequisite/Corequisite: 122/244,"Arts, Music, Theatre, Film, Video",,,MWTh,11:10 am - 12:20 pm,Jewett Art Center 218,,, ,N/A,,, 
10116,201109,ECON,202,2,B,Offered both semesters,27,25,,Intermediate Macroeconomic Analysis,Akila Weerapana,Intermediate macroeconomic theory: analysis of fluctuations in aggregate income and growth and the balance of payments. Analysis of policies to control inflation and unemployment.,"101, 102 and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.",Social and Behavioral Analysis,,,TF,01:30 pm - 02:40 pm,Pendleton Hall East 339,W,02:15 - 03:25 pm,Pendleton Hall East 339,W: 12-SEP-11   26-SEP-11   17-OCT-11   31-OCT-11   14-NOV-11   05-DEC-11   ,,, 
10117,201109,CS,240,1,B,Offered both semesters,25,28,,Introduction to Machine Organization with Laboratory,Randy Shull,"This course is intended to demystify the computer (open up the 'black box') and teach how information at the highest level is processed and ultimately executed by the underlying circuitry. To this end, the course provides an introduction to machine organization and assembly language programming. Specific topics include the fundamentals of computer organization (introduction to numeric representation, Boolean logic, digital logic and all associated technology), a basic data path implementation, assembly language programming, how to assess and understand the performance of a computer, and brief overviews of assemblers, compilers and operating systems. Students are required to attend one three-hour laboratory weekly.",111,Mathematical Modeling,This course satisfies the laboratory requirement,,TF,08:30 am - 09:40 am,Science Center E111,,, ,N/A,,, 
10119,201109,CHEM,211,2,B,Offered both semesters,26,32,,Organic Chemistry I with Laboratory,Julia H. Miwa,"Topics covered include: stereochemistry, synthesis and reactions of alkanes, alkenes, alkynes, alkyl halides, alcohols and ethers, nomenclature of organic functional groups, IR, and GC/MS.","105, 105P, or 120 or permission of the department.",Natural and Physical Science,,,MTh,09:50 am - 11:00 am,Science Center 268,W,09:50 am - 11:00 am,Science Center 278,N/A,,, 
10121,201109,FREN,101,2,1,Offered first semester,18,20,,Beginning French I and II,Codruta Morari,"Systematic training in all the language skills, with special emphasis on communication, self-expression, and cultural insights. A multimedia course based on the video series, French in Action. Classes are supplemented by regular assignments in a variety of video, audio, print and Web-based materials to give students practice using authentic French accurately and expressively. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course.",Open by permission of the instructor to first-year students and sophomores who would like to prepare for study abroad their junior year in a Francophone country. Normally not open to students who present French for admission.,None,,,TF,11:10 am - 12:20 pm,Green Hall 130,W,11:10 am - 12:20 pm,Founders Hall 120,N/A,,, 
10123,201109,FREN,201,3,1,Offered first semester,18,23,,"French Language, Literatures, and Cultures",Anjali Prabhu,"FREN 201-202. Reading, writing, and speaking skills are developed through analysis and discussions of short stories, plays, poems, films, and newspaper articles from France and the Francophone world. Three periods. Each semester earns one unit of credit; however, both semesters must be completed satisfactorily to receive credit for either course. Students beginning with 202 must take one of the following courses: 205, 206, 207, 208 or 209, in order to complete the requirement.","102 or 103, SAT II score of 500-590, or an equivalent departmental placement score, or an AP score of 1 or 2 or permission of the instructor.",One unit of Language and Literature for 202,,,TF,01:30 pm - 02:40 pm,Founders Hall 126,W,02:15 pm - 03:25 pm,Founders Hall 126,N/A,,, 
